PCTimeStamp       ,HD01_Ambient WindSpeed Avg. (1),HD02_Ambient WindSpeed Avg. (2),HD03_Ambient WindSpeed Avg. (3),HD04_Ambient WindSpeed Avg. (4),HD05_Ambient WindSpeed Avg. (5),HD06_Ambient WindSpeed Avg. (6),HD07_Ambient WindSpeed Avg. (7),HD08_Ambient WindSpeed Avg. (8),Column1
2024-04-26 5:30,3.277,1.824,2.918,1.57,2.797,2.559,2.078,2.969,
2024-04-26 5:40,3.789,2.344,2.285,2.078,2.387,1.777,2.043,2.883,
2024-04-26 5:50,3.496,1.977,2.344,1.918,2.711,2.77,2.207,3.121,
2024-04-26 6:00,3.488,1.797,2.215,3.02,2.727,2.172,2.457,3.285,
2024-04-26 6:10,3.508,1.969,2.098,2.387,1.816,2.18,2.539,2.332,
2024-04-26 6:20,3.785,2.246,2.082,2.707,2.465,2.727,2.441,2.355,
2024-04-26 6:30,3.203,1.605,2.656,2.305,3.145,2.926,2.051,3.461,
2024-04-26 6:40,3.469,1.539,2.742,2.563,2.965,2.359,2.734,3.141,
2024-04-26 6:50,3.016,2.078,3.047,2.461,3.203,2.891,2.711,3.09,
2024-04-26 7:00,2.23,1.531,2.484,2.109,2.25,2.523,2.289,2.984,
2024-04-26 7:10,2.063,2.578,2.32,2.527,2.188,2.527,2.574,2.242,
2024-04-26 7:20,2.813,2.313,2.488,2.188,2.227,2.25,2.273,2.27,
2024-04-26 7:30,3.023,2.609,2.289,1.996,2.035,1.871,1.5,2.828,
2024-04-26 7:40,2.77,2.555,2.723,2.359,1.758,2.484,2.848,2.664,
2024-04-26 7:50,2.336,2.281,2.242,2.148,2.617,2.422,2.477,2.777,
2024-04-26 8:00,2.238,2.66,2.621,2.207,2.309,2.82,3.012,2.707,
2024-04-26 8:10,2.5,2.152,2.219,2.57,2.527,2.734,3.238,3.008,
2024-04-26 8:20,2.602,2.555,3.148,3.059,2.953,3.012,3,3.063,
2024-04-26 8:30,2.469,2.445,2.383,2.949,2.473,3.059,2.484,2.773,
2024-04-26 8:40,3.102,3.371,3.234,3.555,3.078,3.434,3.551,3.414,
2024-04-26 8:50,3.402,3.527,3.102,3.098,3.656,3.379,3.18,3.184,
2024-04-26 9:00,3.691,3.59,3.418,3.281,3.258,3.91,3.238,3.219,
2024-04-26 9:10,3.641,3.465,3.242,3.371,3.32,3.566,3.41,3.156,
2024-04-26 9:20,3.629,3.031,3.406,2.762,3.156,3.824,3.82,3.277,
2024-04-26 9:30,3.566,3.262,3.059,2.859,3.156,3.422,3.402,3.609,
2024-04-26 9:40,3.852,3.297,3.43,3.223,3.098,3.32,2.813,2.977,
2024-04-26 9:50,3.578,3.824,3.297,3.148,3.25,3.379,3.602,3.738,
2024-04-26 10:00,4.105,3.152,3.211,2.945,3.555,3.449,3.742,3.512,
2024-04-26 10:10,3.711,3.148,3.625,3.398,3.371,3.348,3.23,3.07,
2024-04-26 10:20,3.508,2.82,3.242,3.125,3.41,3.512,3.543,3.133,
2024-04-26 10:30,3.344,2.074,2.703,3.18,3.078,3.152,3.438,3.629,
2024-04-26 10:40,4.211,3.078,3.035,3.02,3.734,3.715,3.168,3.176,
2024-04-26 10:50,3.871,3.32,3.359,3.641,3.301,2.949,3.293,3.465,
2024-04-26 11:00,4.211,3.207,3.949,3.449,3.598,3.219,3.535,3.355,
2024-04-26 11:10,4.32,3.434,3.203,3.328,3.16,3.563,3.91,3.555,
2024-04-26 11:20,3.93,3.57,3.52,3.527,3.305,3.438,3.078,3.859,
2024-04-26 11:30,4.273,3.676,3.91,3.664,3.738,3.848,3.758,4.098,
2024-04-26 11:40,4.059,3.926,4.027,3.676,3.621,3.82,3.734,3.063,
2024-04-26 11:50,4.129,3.531,4.266,3.977,4.211,4.051,3.672,4.188,
2024-04-26 12:00,4.551,5.008,4.547,4.422,4.801,4.926,4.313,4.598,
2024-04-26 12:10,4.977,4.301,4.109,4.27,4.418,4.43,4.355,4.223,
2024-04-26 12:20,4.363,4.219,4.473,4.371,4.559,4.656,4.137,4.121,
2024-04-26 12:30,4.594,4.848,4.664,4.781,4.691,4.898,4.793,4.672,
2024-04-26 12:40,4.211,3.68,4.355,4.582,4.891,5.238,4.504,4.652,
2024-04-26 12:50,4.832,5.004,4.762,4.73,4.734,5.078,4.324,4.477,
2024-04-26 13:00,4.695,4.777,4.621,4.785,4.813,4.715,4.602,4.621,
2024-04-26 13:10,4.93,4.176,4.375,4.102,4.727,4.906,4.398,4.305,
2024-04-26 13:20,4.551,4.113,4.723,4.531,4.691,4.598,4.734,4.762,
2024-04-26 13:30,4.746,4.441,4.52,4.195,4.703,4.773,5.172,5.16,
2024-04-26 13:40,4.848,4.309,4.691,4.477,4.645,4.523,4.949,5.129,
2024-04-26 13:50,4.387,4.309,4.43,4.504,4.445,5.453,4.809,4.809,
2024-04-26 14:00,4.422,4.594,4.891,4.742,4.313,4.785,4.313,4.594,
2024-04-26 14:10,4.305,4.172,4.563,4.555,4.762,4.582,4.477,4.828,
2024-04-26 14:20,4.688,4.41,4.859,5.34,4.676,5.137,4.715,5.246,
2024-04-26 14:30,5.23,4.395,5.441,5.152,5.242,5.172,5.113,5.313,
2024-04-26 14:40,4.891,4.07,4.957,4.625,4.566,5.348,5.582,5.902,
2024-04-26 14:50,5.27,4.914,5.574,5.313,5.438,5.824,5.141,5.809,
2024-04-26 15:00,4.785,4.543,5.336,5.219,5.027,5.488,5.555,5.887,
2024-04-26 15:10,5.102,4.715,5.367,5.355,5.238,5.215,5.125,5.75,
2024-04-26 15:20,5.313,4.441,5.328,5.035,5.023,5.488,5.328,5.656,
2024-04-26 15:30,5.445,5.23,5.676,5.543,5.43,5.809,5.516,5.555,
2024-04-26 15:40,5.211,4.566,5.059,4.18,5.512,5.09,5.105,5.129,
2024-04-26 15:50,4.863,4.598,4.844,4.363,4.758,4.801,5.059,5.383,
2024-04-26 16:00,4.516,3.758,4.719,4.133,4.773,4.645,4.801,4.883,
2024-04-26 16:10,5.02,4.66,4.914,5.02,5.137,5.047,4.926,5.059,
2024-04-26 16:20,5.074,4.52,4.582,4.918,4.953,5.109,5.223,5.137,
2024-04-26 16:30,4.969,4.246,4.824,4.824,4.961,4.727,4.996,5.18,
2024-04-26 16:40,4.656,3.891,4.184,3.871,4.48,4.25,4.52,4.773,
2024-04-26 16:50,4.445,3.664,4.469,3.832,4.328,3.836,4.098,4.535,
2024-04-26 17:00,4.66,3.668,4.746,4.449,4.723,4.211,4.363,4.535,
2024-04-26 17:10,4.859,3.977,4.914,4.402,5.039,4.512,4.098,4.301,
2024-04-26 17:20,4.629,3.43,4.418,3.473,4.563,4.621,4.445,4.617,
2024-04-26 17:30,4.527,3.223,3.742,3.93,4.543,4.344,4.391,4.824,
2024-04-26 17:40,4.406,3.164,4.199,3.066,4.293,4.098,4.203,4.453,
2024-04-26 17:50,4.508,4.109,4.57,4.195,4.367,4.406,4.359,4.344,
2024-04-26 18:00,4.082,3.672,3.711,4.051,4.098,4.301,3.91,4.02,
2024-04-26 18:10,3.488,3.512,3.785,3.793,4.539,4.641,4.684,4.633,
2024-04-26 18:20,3.859,3.648,3.566,3.672,3.984,4.148,4.313,4.141,
2024-04-26 18:30,4.012,3.664,3.355,4.164,4.191,4.293,4.168,4.363,
2024-04-26 18:40,3.945,4.141,3.656,4.117,4.211,4.008,3.852,3.727,
2024-04-26 18:50,3.809,3.98,3.742,3.766,4.129,4.008,3.797,3.891,
2024-04-26 19:00,4.277,4.117,4.164,4.203,4.004,4.422,4.48,4.344,
2024-04-26 19:10,4.188,4.145,4.023,3.766,3.543,3.957,4.129,4.262,
2024-04-26 19:20,3.613,3.57,3.109,3.098,3.656,3.84,3.629,3.953,
2024-04-26 19:30,3.086,3.074,2.117,3.367,3.629,3.297,3.656,3.996,
2024-04-26 19:40,3.422,3.313,3.348,3.387,3.914,3.543,3.805,3.82,
2024-04-26 19:50,3.477,3.48,3.359,3.156,3.516,3.754,3.352,3.621,
2024-04-26 20:00,3.266,3.449,3.48,3.102,3.156,3.531,3.375,3.609,
2024-04-26 20:10,3.836,2.875,2.984,2.988,3.535,3.453,3.223,3.313,
2024-04-26 20:20,3.781,3.852,3.523,2.805,2.699,3.301,3.113,3.523,
2024-04-26 20:30,3.383,2.664,2.609,2.945,2.91,2.73,3.121,3.379,
2024-04-26 20:40,2.613,2.344,2.809,2.816,2.836,2.77,2.617,3.348,
2024-04-26 20:50,3.27,2.297,2.859,2.727,3.008,2.91,3.227,3.48,
2024-04-26 21:00,3.938,1.969,3.75,2.77,3.391,2.777,2.215,3.254,
2024-04-26 21:10,3.832,1.656,3.988,2.508,3.844,3.281,2.285,3.008,
2024-04-26 21:20,3.453,2.191,3.809,3.07,4.008,3.816,3.328,3.98,
2024-04-26 21:30,3.063,2.023,3.68,2.813,3.949,3.758,3.563,3.594,
2024-04-26 21:40,3.625,1.898,3.703,2.871,3.977,3.828,3.715,3.703,
2024-04-26 21:50,3.805,2.023,3.703,2.242,3.695,3.645,2.813,3.645,
2024-04-26 22:00,4.457,2.246,3.594,1.445,3.73,3.184,1.781,3.629,
2024-04-26 22:10,4.281,2.453,3.047,1.559,3.324,2.516,1.934,3.207,
2024-04-26 22:20,4.105,2.023,3.297,1.789,3.398,3.074,3.195,3.766,
2024-04-26 22:30,4.078,2.297,3.395,1.641,3.727,3.008,2.602,3.656,
2024-04-26 22:40,4.461,2.91,2.816,1.816,3.379,2.938,2.191,3.688,
2024-04-26 22:50,4.531,3.203,3.16,1.754,3.648,3.297,2.672,3.355,
2024-04-26 23:00,4.551,2.137,4.211,2.348,4.332,4,2.715,3.789,
2024-04-26 23:10,4.25,2.191,3.578,1.813,3.859,3.352,2.188,3.637,
2024-04-26 23:20,4.063,1.898,2.676,1.574,2.852,2.168,1.672,2.598,
2024-04-26 23:30,3.406,1.469,1.848,2.238,2.25,2.273,2.191,2.203,
2024-04-26 23:40,3.594,1.816,2.207,1.973,2.34,2.781,2.547,2.758,
2024-04-26 23:50,3.168,1.949,1.703,1.914,2.203,2.242,2.047,2.195,
